route_id,service_id,trip_id,trip_headsign,shape_id,wheelchair_accessible
L31D1,5,40609,"Palmovka",503,1
L31D1,5,40610,"Spojovací",502,1
L31D1,5,40611,"Palmovka",503,1
L31D1,5,40612,"Spojovací",502,1
L31D1,5,40613,"Palmovka",503,1
L31D1,5,40614,"Spojovací",502,1
L31D1,5,40615,"Palmovka",503,1
L31D1,5,40616,"Spojovací",502,1
L31D1,5,40617,"Palmovka",503,1
L31D1,5,40618,"Spojovací",502,1
L31D1,5,40619,"Palmovka",503,1
L31D1,5,40620,"Spojovací",502,1
L31D1,5,40621,"Palmovka",503,1
L31D1,5,40622,"Spojovací",502,1
L31D1,5,40623,"Palmovka",503,1
L31D1,5,40624,"Spojovací",502,1
L31D1,5,40625,"Palmovka",503,1
L31D1,5,40626,"Spojovací",502,1
L31D1,5,40627,"Palmovka",503,1
L31D1,5,40628,"Spojovací",502,1
L31D1,5,40629,"Palmovka",503,1
L31D1,5,40630,"Spojovací",502,1
L31D1,5,40631,"Palmovka",503,1
L31D1,5,40632,"Spojovací",502,1
L31D1,5,40633,"Palmovka",503,1
L31D1,5,40634,"Spojovací",502,1
L31D1,5,40635,"Palmovka",503,1
L31D1,5,40636,"Spojovací",502,1
L31D1,5,40637,"Palmovka",503,1
L31D1,5,40638,"Spojovací",502,1
L31D1,5,40639,"Palmovka",503,1
L31D1,5,40640,"Spojovací",502,1
L31D1,5,40641,"Palmovka",503,1
L31D1,5,40642,"Spojovací",502,1
L31D1,5,40643,"Palmovka",503,1
L31D1,5,40644,"Spojovací",502,1
L31D1,5,40645,"Palmovka",503,1
L31D1,5,40646,"Spojovací",502,1
L31D1,5,40647,"Palmovka",503,1
L31D1,5,40648,"Spojovací",203,2
L31D1,5,40649,"Palmovka",503,2
